Time,WristLeftX,WristLeftY,WristRightX,WristRightY
00:00:01.3322573,0.1884122,0.1465672,-0.2474096,0.1346927
00:00:01.3662901,0.1884643,0.1461792,-0.2475343,0.134542
00:00:01.4083299,0.1885222,0.1457311,-0.2481912,0.1348106
00:00:01.4333543,0.1880148,0.1469182,-0.2481605,0.134509
00:00:01.4733916,0.1878964,0.1472406,-0.2483256,0.1343842
00:00:01.4974272,0.1880438,0.1467753,-0.2478239,0.1347871
00:00:01.5424598,0.1878363,0.146514,-0.2478772,0.1348221
00:00:01.5604752,0.1874042,0.1469834,-0.2476281,0.1345752
00:00:01.5975101,0.1873698,0.1473223,-0.2476975,0.1342716
00:00:01.6305547,0.1875693,0.1461002,-0.2483258,0.1338929
00:00:01.6785876,0.1876881,0.1456009,-0.2484919,0.1340176
00:00:01.7026106,0.1876535,0.1466374,-0.2487137,0.1338283
00:00:01.7286360,0.1875313,0.145561,-0.2487998,0.1337925
00:00:01.7646698,0.1864266,0.1456003,-0.2485744,0.1336974
00:00:01.8117152,0.1871112,0.1451928,-0.2491166,0.1334869
00:00:01.8317340,0.187177,0.1450194,-0.2490554,0.1335025
00:00:01.8668405,0.1869724,0.1459474,-0.2490789,0.1335178
00:00:01.8958741,0.1872012,0.1446302,-0.2495246,0.1330508
00:00:01.9409296,0.1873342,0.1436843,-0.2496445,0.1327297
00:00:01.9629497,0.1873594,0.1427236,-0.2495014,0.1319805
00:00:01.9959636,0.1870558,0.1367884,-0.2598951,0.1278287
00:00:02.0309972,0.1870632,0.127326,-0.2468759,0.1203787
00:00:02.0790434,0.1691453,0.1219302,-0.2439863,0.123311
00:00:02.0960715,0.1954342,0.1044915,-0.2119208,0.1834596
00:00:02.1311051,0.2048861,0.1025184,-0.2610507,0.0614265
00:00:02.2271969,0.1506002,-0.002836597,-0.2189346,-0.0004153361
00:00:02.2642366,0.157013,-0.07062115,-0.2289435,-0.04654935
00:00:02.2972520,0.1605033,-0.08668372,-0.2301978,-0.05513698
00:00:02.3392925,0.1753269,-0.1459579,-0.2316237,-0.07045191
00:00:02.3653164,0.1673795,-0.1447159,-0.2313392,-0.127049
00:00:02.3953457,0.1540796,-0.177016,-0.2228322,-0.1712489
00:00:02.4353833,0.1466319,-0.1807077,-0.2111238,-0.1814468
00:00:02.4814272,0.1286071,-0.202927,-0.1960812,-0.1863907
00:00:02.4954409,0.1209161,-0.2110475,-0.1818718,-0.1937951
00:00:02.5294731,0.1053006,-0.2293823,-0.170285,-0.1958502
00:00:02.5605032,0.09530176,-0.23425,-0.1560391,-0.1987765
00:00:02.6185755,0.07217479,-0.2110659,-0.1396687,-0.1980529
00:00:02.6966428,-0.03234822,-0.2181953,-0.05986927,-0.1946391
00:00:02.7396858,-0.02327385,-0.2142283,-0.04670691,-0.1667123
00:00:02.7637094,-0.02003826,-0.2144901,-0.05175538,-0.1836331
00:00:02.7957448,-0.01764876,-0.214927,-0.05267234,-0.1848814
00:00:02.8287759,-0.0159333,-0.2148584,-0.04940155,-0.186461
00:00:02.8778183,-0.01571882,-0.2148115,-0.04431452,-0.1956233
00:00:02.8988259,-0.01510753,-0.2147934,-0.04285286,-0.1996367
00:00:02.9328750,-0.0146017,-0.215088,-0.04522385,-0.1984749
00:00:02.9659066,-0.01290416,-0.2147351,-0.04240018,-0.2011349
00:00:03.0089431,-0.01223207,-0.2148292,-0.03890483,-0.1987312
00:00:03.0439803,-0.01151213,-0.2148231,-0.03855439,-0.1986571
00:00:03.0640018,-0.01142222,-0.2147703,-0.03836317,-0.1989579
00:00:03.1000356,-0.01117942,-0.2149338,-0.03779076,-0.1991486
00:00:03.1470810,-0.01055175,-0.2155611,-0.03732672,-0.1999134
00:00:03.1640959,-0.008868589,-0.2167467,-0.0378513,-0.2045253
00:00:03.2021334,-0.008361669,-0.2176308,-0.04095943,-0.2131626
00:00:03.2321440,0.02288875,-0.2176663,-0.03088075,-0.209622
00:00:03.2761860,0.009235662,-0.2229952,-0.02703175,-0.2111313
00:00:03.3022280,0.01855426,-0.2219277,-0.02644072,-0.2130594
00:00:03.3312384,-0.01263823,-0.2392838,-0.03435244,-0.220224
00:00:03.3692874,0.04493515,-0.2108416,-0.006665427,-0.3272634
00:00:03.4093250,0.04258718,-0.2190371,0.0177134,-0.2883349
00:00:03.4313349,0.05727769,-0.2371101,-0.04766062,-0.3042585
00:00:03.4673696,0.06164268,-0.2431459,-0.05968871,-0.3134188
00:00:03.4983982,0.06734618,-0.3040761,-0.06334993,-0.3200887
00:00:03.5464461,0.06728566,-0.3057802,-0.06940141,-0.3235432
00:00:03.6315251,0.09390649,-0.4062656,-0.08434251,-0.3520468
00:00:03.6745838,0.09725241,-0.4077444,-0.09493588,-0.3518776
00:00:03.7006087,0.1232476,-0.3479773,-0.09592709,-0.3570527
00:00:03.7286294,0.1269341,-0.3261176,-0.1010033,-0.3557818
00:00:03.7616496,0.1289595,-0.3258082,-0.1046679,-0.3565429
00:00:03.8077102,0.1353105,-0.3213879,-0.1098934,-0.3603076
00:00:03.8277248,0.1481369,-0.3195399,-0.124334,-0.3460646
00:00:03.8667676,0.1528079,-0.3182885,-0.117081,-0.3639262
00:00:03.8957946,0.167117,-0.2975458,-0.1264579,-0.3557798
00:00:03.9488282,0.1734935,-0.3914796,-0.1329489,-0.3526371
00:00:03.9638427,0.183046,-0.286558,-0.1369877,-0.3490289
00:00:03.9968741,0.1828815,-0.287436,-0.1402969,-0.3446239
00:00:04.0329085,0.184499,-0.284295,-0.1423913,-0.3432945
00:00:04.0849588,0.1851463,-0.2828843,-0.1437103,-0.3418268
00:00:04.1009738,0.1818737,-0.2823753,-0.1446485,-0.3411403
00:00:04.1310027,0.1808305,-0.2822468,-0.145818,-0.338696
00:00:04.1670540,0.1801265,-0.2823018,-0.1473608,-0.3362325
00:00:04.2130986,0.181272,-0.280272,-0.1484248,-0.3350232
00:00:04.2321157,0.1809361,-0.2805589,-0.1493984,-0.3338581
00:00:04.2671471,0.1802608,-0.2819527,-0.1501876,-0.3328373
00:00:04.2971906,0.1799211,-0.2818905,-0.1509803,-0.3321012
00:00:04.3592381,0.1801934,-0.280954,-0.1619715,-0.3151779
00:00:04.3662437,0.1813375,-0.2790528,-0.1536861,-0.3281832
00:00:04.3962724,0.1755865,-0.3795238,-0.1542564,-0.3275057
00:00:04.4283030,0.1754253,-0.2911666,-0.1540718,-0.3280942
00:00:04.4633200,0.1729261,-0.2946334,-0.1540225,-0.3281181
00:00:04.5223756,0.1696931,-0.2904113,-0.1622404,-0.3144867
00:00:04.5334029,0.1680696,-0.2917536,-0.1601123,-0.3158778
00:00:04.5644326,0.1771206,-0.3715051,-0.1597147,-0.3130673
00:00:04.5954455,0.1758854,-0.3708292,-0.1577801,-0.3148106
00:00:04.6445100,0.1634617,-0.2778402,-0.1521148,-0.3192351
00:00:04.6655299,0.159803,-0.2914056,-0.1488844,-0.320648
00:00:04.6985444,0.158136,-0.2876458,-0.1471312,-0.3187324
00:00:04.7385820,0.1535972,-0.2887762,-0.1490184,-0.3015728
00:00:04.7746170,0.1539924,-0.2825672,-0.1483059,-0.3023095
00:00:04.7976392,0.1476462,-0.2883729,-0.147428,-0.3037269
00:00:04.8346912,0.1432766,-0.2933947,-0.145198,-0.306512
00:00:04.8667047,0.1402256,-0.3061723,-0.1439305,-0.3083497
00:00:04.9117487,0.1307931,-0.311057,-0.1405271,-0.3137817
00:00:04.9327674,0.126108,-0.316913,-0.1420174,-0.3152274
00:00:04.9647980,0.09514564,-0.3086051,-0.1388206,-0.3160861
00:00:04.9998319,0.1145798,-0.296955,-0.1394026,-0.314386
00:00:05.0438737,0.1175108,-0.2960887,-0.1045774,-0.3775598
00:00:05.0698994,0.1186406,-0.2968157,-0.1047144,-0.3774803
00:00:05.0999281,0.1195398,-0.2960635,-0.1045349,-0.3777449
00:00:05.1319578,0.1190117,-0.2946597,-0.1042469,-0.3778942
00:00:05.1830066,0.117581,-0.2945478,-0.10457,-0.3849156
00:00:05.2000227,0.1165029,-0.2944812,-0.1045485,-0.3829105
00:00:05.2320533,0.1154903,-0.2934718,-0.108769,-0.3692311
00:00:05.2650847,0.0937112,-0.2839732,-0.1099124,-0.3684659
00:00:05.3081259,0.1105304,-0.2911443,-0.1102808,-0.366748
00:00:05.3371538,0.1116397,-0.2893223,-0.1093545,-0.3686115
00:00:05.3641795,0.1121531,-0.2876814,-0.1090726,-0.3687534
00:00:05.3982120,0.1127832,-0.2873424,-0.1090012,-0.3689714
00:00:05.4472586,0.1045069,-0.2823489,-0.1040424,-0.387096
00:00:05.4652758,0.115895,-0.2857655,-0.09922303,-0.405479
00:00:05.4973067,0.1170613,-0.2862164,-0.09767156,-0.4108148
00:00:05.5283362,0.1177924,-0.285559,-0.09784915,-0.4116707
00:00:05.5854080,0.1131229,-0.2819605,-0.0979315,-0.4127368
00:00:05.5994217,0.1122118,-0.2819587,-0.09774926,-0.4139226
00:00:05.6294329,0.1117917,-0.2823927,-0.09732081,-0.4156103
00:00:05.6654670,0.1198434,-0.2871094,-0.09696545,-0.4155334
00:00:05.7155153,0.1123178,-0.2840053,-0.09701674,-0.4157593
00:00:05.7405565,0.1204884,-0.2882465,-0.09688906,-0.4160268
00:00:05.7645629,0.1207274,-0.2883092,-0.09673136,-0.4165052
00:00:05.7966101,0.1157011,-0.286225,-0.09687463,-0.4164693
00:00:05.8796889,0.1155084,-0.2859679,-0.0969893,-0.4164735
00:00:05.8886802,0.1151516,-0.2855973,-0.1019774,-0.4019378
00:00:05.9026936,0.1155524,-0.2857527,-0.1094734,-0.3767753
00:00:05.9327226,0.1144884,-0.2854915,-0.1049948,-0.3645329
00:00:05.9647534,0.1149159,-0.2853998,-0.1062932,-0.3625396
00:00:06.0258116,0.1165113,-0.2848963,-0.1084033,-0.3626688
00:00:06.0658498,0.1190921,-0.2845197,-0.1139624,-0.359369
00:00:06.0998820,0.1208284,-0.2834626,-0.115351,-0.3594813
00:00:06.1459263,0.1228342,-0.2822844,-0.1166958,-0.3593004
00:00:06.1679470,0.1534796,-0.288842,-0.1154531,-0.3663208
00:00:06.1999776,0.1461761,-0.2846971,-0.1437445,-0.293717
00:00:06.2330102,0.1450046,-0.2816555,-0.1426587,-0.2928759
00:00:06.2750491,0.1476305,-0.2786848,-0.1425107,-0.2932788
00:00:06.2990723,0.1488727,-0.2782478,-0.14291,-0.2939068
00:00:06.3361078,0.1528322,-0.2770345,-0.1419789,-0.2974346
00:00:06.3681387,0.1560515,-0.2749333,-0.1520161,-0.3086289
00:00:06.4232083,0.1606744,-0.2753884,-0.1520677,-0.3093355
00:00:06.4392233,0.1639282,-0.2782046,-0.1537201,-0.310156
00:00:06.4682508,0.1670977,-0.2794021,-0.155049,-0.3104461
00:00:06.5012663,0.1717221,-0.2804625,-0.1560597,-0.311272
00:00:06.5463079,0.1736366,-0.2808536,-0.1571328,-0.3112291
00:00:06.5673287,0.1808235,-0.2801451,-0.1584517,-0.3111442
00:00:06.6003595,0.1838906,-0.2797018,-0.1600915,-0.3104388
00:00:06.6323916,0.1857902,-0.2803054,-0.1640756,-0.304154
00:00:06.6784344,0.1966658,-0.2772303,-0.1657648,-0.3028311
00:00:06.7004551,0.2042896,-0.2750004,-0.1663169,-0.3037966
00:00:06.7354884,0.2008238,-0.2749785,-0.1676153,-0.3056051
00:00:06.7695212,0.2012913,-0.2761607,-0.1697059,-0.3053724
00:00:06.8125621,0.2019568,-0.274245,-0.1715504,-0.3063392
00:00:06.8335823,0.2039775,-0.2720994,-0.1812917,-0.2998928
00:00:06.8646121,0.2070168,-0.2698374,-0.1845062,-0.2982135
00:00:06.8986443,0.2108173,-0.2676835,-0.1877055,-0.2970455
00:00:06.9556989,0.2146734,-0.2677289,-0.1983402,-0.284308
00:00:06.9657088,0.2186325,-0.2667882,-0.2017155,-0.2831482
00:00:06.9977393,0.2207463,-0.2651474,-0.2034519,-0.2819542
00:00:07.0357754,0.2232052,-0.2643462,-0.1902577,-0.3079237
00:00:07.0808188,0.2251797,-0.2636449,-0.1940489,-0.3020353
00:00:07.1098461,0.2260768,-0.2637799,-0.1943017,-0.3029873
00:00:07.1338693,0.2266265,-0.2633056,-0.1953248,-0.3020819
00:00:07.1648991,0.2267969,-0.2632209,-0.1956446,-0.3016605
00:00:07.2119442,0.2268911,-0.2631172,-0.1964587,-0.3005228
00:00:07.2319810,0.2272419,-0.2632606,-0.1966051,-0.3014613
00:00:07.2679983,0.2274359,-0.2629024,-0.1963598,-0.3023629
00:00:07.3000273,0.2275311,-0.2628248,-0.1980866,-0.2994011
00:00:07.3470739,0.2274643,-0.2628419,-0.1989745,-0.2978825
00:00:07.3661073,0.2276046,-0.2626198,-0.1994514,-0.2977399
00:00:07.3991236,0.2276263,-0.2626742,-0.1995194,-0.2982333
00:00:07.4321553,0.2276867,-0.2628126,-0.1996474,-0.2973408
00:00:07.4761973,0.2278452,-0.2626693,-0.1993591,-0.2978116
00:00:07.4982337,0.2276703,-0.2627671,-0.197722,-0.3011953
00:00:07.5342570,0.2277656,-0.2627813,-0.1978667,-0.3009322
00:00:07.5672836,0.2277914,-0.2628119,-0.1981974,-0.3002487
00:00:07.6133281,0.2277823,-0.2626943,-0.1982517,-0.2995044
00:00:07.6323446,0.2278141,-0.2626335,-0.1992779,-0.2968667
00:00:07.6653766,0.2278633,-0.262593,-0.1994592,-0.2958859
00:00:07.7004105,0.2277303,-0.2627976,-0.1992331,-0.2958762
00:00:07.7454543,0.2277201,-0.2627948,-0.199368,-0.2951519
00:00:07.7674753,0.2277341,-0.2627045,-0.1990665,-0.2949523
00:00:07.8015078,0.2277032,-0.2626074,-0.1987035,-0.2941939
00:00:07.8325360,0.2276001,-0.2626024,-0.1972793,-0.2941107
00:00:07.8785818,0.2285002,-0.256713,-0.1975119,-0.2934956
00:00:07.9036037,0.2282928,-0.2570001,-0.1973643,-0.2931072
00:00:07.9346332,0.2281397,-0.2572776,-0.1974266,-0.2928109
00:00:07.9646628,0.2277915,-0.2576872,-0.1974587,-0.2925981
00:00:08.0157111,0.2274839,-0.2577677,-0.197146,-0.2925063
00:00:08.0337280,0.2272476,-0.2579499,-0.1972589,-0.2920784
00:00:08.0667609,0.2270512,-0.2579948,-0.197185,-0.2921479
00:00:08.0997910,0.2266969,-0.2583656,-0.1967673,-0.2918855
00:00:08.1498403,0.2261152,-0.2584903,-0.1968257,-0.2913952
00:00:08.1658544,0.2255364,-0.2589065,-0.1967419,-0.2913284
00:00:08.2008892,0.2249434,-0.2590861,-0.1966711,-0.2912839
00:00:08.2349214,0.2241905,-0.2593965,-0.1965806,-0.2909224
00:00:08.2789728,0.2238106,-0.2597192,-0.1966435,-0.2903363
00:00:08.3009848,0.22319,-0.2595167,-0.1941743,-0.293573
00:00:08.3650459,0.2219743,-0.2598613,-0.1815573,-0.3826498
00:00:08.4281048,0.2215151,-0.2596384,-0.1816109,-0.3827165
00:00:08.4371135,0.2211708,-0.2596301,-0.1814972,-0.3823561
00:00:08.4661411,0.2206931,-0.2597891,-0.18975,-0.2878559
00:00:08.4961698,0.2199515,-0.2596477,-0.1897861,-0.28785
00:00:08.5442153,0.2193913,-0.2593926,-0.1899407,-0.2876993
00:00:08.5672375,0.2190096,-0.2593844,-0.1900745,-0.287683
00:00:08.5962650,0.2185503,-0.2592466,-0.1906202,-0.2871676
00:00:08.6393063,0.218383,-0.2591742,-0.190795,-0.2869718
00:00:08.6873521,0.2180382,-0.25916,-0.1906591,-0.2866933
00:00:08.7013658,0.2176947,-0.2589725,-0.1905187,-0.2864023
00:00:08.7334024,0.2172702,-0.259062,-0.1866561,-0.2951348
00:00:08.7634251,0.2161096,-0.2578391,-0.1872208,-0.2933317
00:00:08.8134732,0.2155259,-0.2573435,-0.1876931,-0.2913764
00:00:08.8334923,0.2150864,-0.2569516,-0.1893714,-0.2862327
00:00:08.8665243,0.2143206,-0.2562062,-0.190499,-0.2830198
00:00:08.8995547,0.2136136,-0.2551785,-0.190663,-0.2801088
00:00:08.9566097,0.2123011,-0.2535132,-0.1895828,-0.2781923
00:00:08.9696219,0.2107713,-0.246384,-0.1967095,-0.2627776
00:00:09.0016522,0.2098291,-0.2445284,-0.197009,-0.2587389
00:00:09.0336837,0.207792,-0.2402843,-0.1960112,-0.2569108
00:00:09.0807276,0.2045326,-0.2334172,-0.1952625,-0.240399
00:00:09.0997462,0.2009435,-0.2277468,-0.1980008,-0.236499
00:00:09.1377990,0.2006086,-0.2251801,-0.1844073,-0.2196082
00:00:09.1678108,0.1937568,-0.2212254,-0.1860025,-0.2175873
00:00:09.2138672,0.167444,-0.1949362,-0.1836368,-0.216122
00:00:09.2318889,0.1696484,-0.1915063,-0.1823023,-0.2089016
00:00:09.2659045,0.1697852,-0.1889306,-0.1770164,-0.2034979
00:00:09.3019389,0.1801176,-0.1727132,-0.179803,-0.1996557
00:00:09.3429785,0.1857785,-0.1547922,-0.2260409,-0.1358339
00:00:09.3670015,0.1825822,-0.1326664,-0.2053551,-0.1284974
00:00:09.4010340,0.1852623,-0.1191407,-0.1879961,-0.1092998
00:00:09.4320631,0.1678263,-0.09287054,-0.2003655,-0.1060902
00:00:09.4791085,0.177761,-0.08506365,-0.2033181,-0.09988672
00:00:09.5001284,0.184538,-0.02641209,-0.1949636,-0.09637567
00:00:09.5351617,0.1665896,-0.0460338,-0.1835223,-0.04917026
00:00:09.5671920,0.166591,-0.04425859,-0.1860865,-0.04762716
00:00:09.6142416,0.1642735,-0.03400195,-0.191659,-0.03999439
00:00:09.6362581,0.1822795,0.06559527,-0.1980318,-0.01573313
00:00:09.6682887,0.1799592,0.06770684,-0.1989559,-0.01425344
00:00:09.7023212,0.15991,0.05515281,-0.1981579,-0.008697964
00:00:09.7443613,0.2089518,0.09495196,-0.1966063,0.006056909
00:00:09.7643804,0.2102315,0.09390552,-0.193849,0.03198748
00:00:09.8004148,0.2051714,0.1043228,-0.1901513,0.04936761
00:00:09.8344473,0.1826934,0.08573557,-0.1857754,0.1740627
00:00:09.8794905,0.1964348,0.1223547,-0.1790546,0.1828269
00:00:09.8995096,0.193868,0.1273479,-0.2047091,0.1426019
00:00:09.9675745,0.1917673,0.1362637,-0.2124865,0.09366008
00:00:10.0206250,0.1819438,0.1305879,-0.2423074,0.1185638
00:00:10.0346384,0.2015724,0.1383788,-0.2422691,0.1191355
00:00:10.0676701,0.1910269,0.1340556,-0.2273656,0.1156706
00:00:10.1007015,0.1874101,0.1320107,-0.2407652,0.1222523
00:00:10.1537523,0.1820705,0.1316042,-0.2402826,0.1224219
00:00:10.1677654,0.1812078,0.1319867,-0.238421,0.1226899
00:00:10.1997960,0.1791667,0.1317954,-0.2390065,0.1239293
00:00:10.2308257,0.1785376,0.1324418,-0.239678,0.1252723
00:00:10.2838768,0.1781534,0.1326159,-0.2397434,0.1254649
00:00:10.3008926,0.1778401,0.1329829,-0.2406467,0.1269313
00:00:10.3329232,0.1772194,0.1328719,-0.2401844,0.1273833
00:00:10.3639527,0.1764751,0.135256,-0.2406787,0.1278081
00:00:10.4109977,0.1764387,0.1354362,-0.2412712,0.1287657
00:00:10.4390251,0.1764274,0.1354539,-0.2409562,0.1289016
00:00:10.4680524,0.1762609,0.1354284,-0.2421202,0.1304742
00:00:10.5011395,0.1762768,0.1352934,-0.2401609,0.1297064
00:00:10.5431648,0.1770981,0.134525,-0.2402813,0.1302056
00:00:10.5671884,0.1771109,0.1333629,-0.2428301,0.1286652
00:00:10.6002195,0.1779821,0.1314529,-0.2427294,0.1277024
00:00:10.6352362,0.1787565,0.1298717,-0.2432176,0.1267161
00:00:10.6902883,0.182064,0.1297626,-0.245759,0.1258503
00:00:10.7003150,0.1821342,0.1296103,-0.2483877,0.1261173
00:00:10.7313276,0.1822228,0.1309237,-0.2485718,0.1263053
00:00:10.7673620,0.1829476,0.1327351,-0.2487585,0.1269844
00:00:10.8184275,0.1830217,0.1329133,-0.2500565,0.1299288
00:00:10.8324252,0.1833157,0.1331754,-0.2501765,0.1301957
00:00:10.8654557,0.1834871,0.1336588,-0.2491235,0.1301729
00:00:10.9014910,0.1833877,0.1341914,-0.249303,0.1303136
00:00:10.9465332,0.1837392,0.134524,-0.2488348,0.1307347
00:00:10.9705733,0.1835507,0.1351213,-0.2486644,0.1309782
00:00:10.9995849,0.1922181,0.1411781,-0.2486907,0.1311682
00:00:11.0326163,0.1893616,0.1420021,-0.2497116,0.1324103
00:00:11.0786618,0.1873386,0.1410171,-0.2497073,0.1324835
00:00:11.1016815,0.187045,0.140671,-0.2497744,0.13268
00:00:11.1477258,0.1864322,0.1403119,-0.2499889,0.132845
00:00:11.1677449,0.186852,0.1394455,-0.2497886,0.1330419
00:00:11.2888766,0.1872115,0.1394463,-0.2465397,0.1330486
00:00:11.2968801,0.1869989,0.1395942,-0.2463918,0.132911
00:00:11.3058759,0.1869556,0.1399453,-0.2461787,0.1329648
00:00:11.3349037,0.1874871,0.1401168,-0.2461579,0.1330973
00:00:11.3649330,0.1866046,0.1403086,-0.2457589,0.1333497
00:00:11.4139938,0.1865489,0.1404477,-0.2453471,0.133318
00:00:11.4320134,0.1855417,0.1400816,-0.2463826,0.1330569
00:00:11.4690336,0.1853036,0.1399939,-0.2471257,0.1333505
00:00:11.5000616,0.1855633,0.1397203,-0.2465235,0.1330165
00:00:11.5471241,0.1859192,0.1395735,-0.2467153,0.1327999
00:00:11.5711296,0.185872,0.1395822,-0.2486959,0.1337582
00:00:11.6011754,0.1849875,0.1401082,-0.2471263,0.1335115
00:00:11.6331885,0.1847475,0.1406373,-0.2471103,0.1333607
00:00:11.6792328,0.1847518,0.1406457,-0.2472145,0.1334613
00:00:11.7032557,0.1854818,0.1407121,-0.2472339,0.1333261
00:00:11.7312948,0.1840282,0.1411204,-0.246308,0.1332293
00:00:11.7753245,0.1833984,0.1412908,-0.2461151,0.1332141
00:00:11.8123597,0.18344,0.1412634,-0.2454852,0.1329239
00:00:11.8363826,0.1827755,0.1409205,-0.2451957,0.1327917
00:00:11.8694143,0.1831602,0.1409547,-0.244111,0.1329444
00:00:11.8994436,0.1827188,0.1408446,-0.2446666,0.1327171
00:00:11.9504919,0.1828132,0.1407775,-0.2444873,0.1329898
00:00:11.9715121,0.1830999,0.1405123,-0.2445399,0.1329827
00:00:12.0065466,0.1831229,0.1404501,-0.2446345,0.1325221
00:00:12.0365756,0.1841424,0.140387,-0.2446855,0.1324632
00:00:12.0836191,0.1837134,0.1406006,-0.2446366,0.132447
00:00:12.1026368,0.1839123,0.1404104,-0.2445063,0.1320864
00:00:12.1326655,0.1839706,0.1406297,-0.244536,0.1320991
00:00:12.1697007,0.1840653,0.1405139,-0.2446431,0.1317844
00:00:12.2497772,0.1847018,0.1402042,-0.2458934,0.1317669
00:00:12.2557835,0.184515,0.1401156,-0.2459148,0.1312529
00:00:12.2687955,0.1845495,0.1399781,-0.245116,0.129235
00:00:12.3008264,0.1837324,0.1416941,-0.2186848,0.1515184
00:00:12.3368659,0.1853378,0.1414814,-0.2172693,0.1553289
00:00:12.3919132,0.1839326,0.1392228,-0.2697201,0.05289559
00:00:12.4019230,0.1828731,0.139659,-0.2581992,0.03956202
00:00:12.4359555,0.1841322,0.1380161,-0.2721587,-0.003470364
00:00:12.4679861,0.184023,0.1376468,-0.279004,-0.01958
00:00:12.5140301,0.1850027,0.1359268,-0.3019887,-0.06960493
00:00:12.5370600,0.1846956,0.1348505,-0.3179899,-0.1238816
00:00:12.5680988,0.1857297,0.1327836,-0.3297688,-0.1804726
00:00:12.6081362,0.185501,0.1294136,-0.3181857,-0.2334898
00:00:12.6481705,0.1870168,0.1174658,-0.3189161,-0.2389495
00:00:12.6671773,0.1889774,0.1106098,-0.3163963,-0.2667659
00:00:12.7002075,0.1899584,0.1030351,-0.3109001,-0.2784334
00:00:12.7362597,0.1836411,0.08165006,-0.3040116,-0.2849138
00:00:12.8043238,0.1966901,0.09194549,-0.2749906,-0.2868971
00:00:12.8363375,0.1973093,0.09288172,-0.2538043,-0.2747715
00:00:12.8733901,0.1979707,0.09380406,-0.2316494,-0.2504612
00:00:12.9134112,0.194452,0.09315731,-0.2008468,-0.2045397
00:00:12.9414383,0.19284,0.0928392,-0.1700964,-0.188265
00:00:12.9694644,0.1954502,0.0968125,-0.1661888,-0.1820561
00:00:13.0044980,0.1945433,0.09550294,-0.1559791,-0.186168
00:00:13.0495430,0.1898913,0.0916625,-0.1359944,-0.1975122
00:00:13.0685598,0.1900436,0.09161269,-0.1194276,-0.2094611
00:00:13.1005910,0.1877494,0.08973448,-0.1145185,-0.2369815
00:00:13.1376253,0.1872829,0.08915666,-0.1047506,-0.2468694
00:00:13.1786652,0.1856437,0.08725003,-0.09661208,-0.2600492
00:00:13.2006865,0.1851474,0.08570798,-0.09126221,-0.260844
00:00:13.2317326,0.181448,0.08104537,-0.09271294,-0.263874
00:00:13.2657473,0.1812164,0.08168329,-0.09088072,-0.2633833
00:00:13.3117912,0.1698554,0.0871664,-0.08978088,-0.2608903
00:00:13.3348131,0.1806664,0.08399678,-0.08547127,-0.2467395
